source,target,pvalue
0,9,1786.626032
1,9,368.2698368
2,9,62688.90152
3,4,103.2119576
3,9,68026.04451
4,5,483.7926724
4,7,339.7521057
4,8,253.6331556
4,9,41356.16728
5,10,766446.5959
5,11,13742.36158
6,9,166.912128
6,10,723887.1575
6,11,307183.4348
7,10,640348.8062
7,11,39029.84431
8,10,975287.457
8,11,8727.645617
12,16,510.7238465
13,17,27754.4132
14,17,4278.27554
15,17,1322.070073
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
