LSOA11 Code,Public transport accessibility metric
E01007448,3
E01007449,4
E01007450,4
E01007451,3
E01007452,1
E01007453,4
E01007455,3
E01007456,2
E01007457,5
E01007458,3
E01007459,1
E01007460,2
E01007461,2
E01007462,3
E01007463,2
E01007464,2
E01007465,5
E01007466,2
E01007467,2
E01007468,3
E01007469,3
E01007470,2
E01007471,4
E01007472,2
E01007473,2
E01007474,2
E01007475,4
E01007476,1
E01007477,3
E01007478,1
E01007479,2
E01007480,1
E01007482,1
E01007483,2
E01007484,2
E01007485,4
E01007486,1
E01007487,4
E01007488,7
E01007489,3
E01007490,4
E01007491,5
E01007492,3
E01007493,4
E01007494,2
E01007495,1
E01007496,1
E01007497,4
E01007498,3
E01007499,5
E01007500,2
E01007501,5
E01007502,5
E01007503,6
E01007504,2
E01007505,5
E01007506,4
E01007507,3
E01007508,3
E01007509,2
E01007510,2
E01007511,4
E01007512,1
E01007513,3
E01007514,1
E01007515,3
E01007516,0
E01007517,0
E01007518,3
E01007519,3
E01007520,5
E01007521,4
E01007522,1
E01007523,3
E01007524,1
E01007525,2
E01007526,1
E01007527,5
E01007528,0
E01007529,1
E01007530,1
E01007531,2
E01007532,0
E01007533,1
E01007534,0
E01007535,0
E01007536,1
E01007537,3
E01007538,1
E01007539,1
E01007540,4
E01007541,2
E01007542,1
E01007543,3
E01007544,1
E01007545,4
E01007546,2
E01007547,2
E01007548,3
E01007549,2
E01007550,2
E01007551,4
E01007552,3
E01007553,2
E01007554,2
E01007555,2
E01007556,2
E01007557,6
E01007558,2
E01007559,5
E01007560,3
E01007561,3
E01007562,3
E01007563,2
E01007564,0
E01007565,0
E01007566,1
E01007567,1
E01007568,1
E01007569,3
E01007570,0
E01007571,1
E01007572,1
E01007573,0
E01007574,0
E01007575,1
E01007576,1
E01007577,0
E01007578,1
E01007579,1
E01007580,2
E01007581,3
E01007582,2
E01007583,2
E01007584,1
E01007585,3
E01007586,4
E01007587,7
E01007588,3
E01007589,3
E01007590,3
E01007591,3
E01007592,2
E01007593,2
E01007594,6
E01007595,3
E01007596,4
E01007597,3
E01007598,4
E01007599,4
E01007600,3
E01007601,4
E01007602,4
E01007603,4
E01007604,2
E01007605,4
E01007606,4
E01007607,2
E01007608,3
E01007609,3
E01007610,3
E01007611,4
E01007612,2
E01007613,7
E01007614,2
E01007615,2
E01007616,2
E01007617,4
E01007618,5
E01007619,3
E01007620,4
E01007621,5
E01007622,5
E01007623,3
E01007624,5
E01007625,7
E01007626,3
E01007627,4
E01007628,3
E01007629,3
E01007630,5
E01007631,5
E01007632,4
E01007633,4
E01007634,3
E01007635,3
E01007636,2
E01007637,2
E01007638,2
E01007639,3
E01007640,3
E01007641,4
E01007642,3
E01007643,2
E01007644,0
E01007645,1
E01007646,0
E01007647,1
E01007648,0
E01007649,1
E01007650,1
E01007651,2
E01007652,1
E01007653,2
E01007654,1
E01007655,1
E01007656,4
E01007657,4
E01007658,4
E01007659,5
E01007660,6
E01007661,5
E01007662,5
E01007663,5
E01007664,6
E01007665,1
E01007666,1
E01007667,1
E01007668,1
E01007669,1
E01007670,2
E01007671,1
E01007672,1
E01007673,1
E01007674,1
E01007675,0
E01007676,0
E01007677,0
E01007678,2
E01007679,0
E01007680,0
E01007681,2
E01007682,2
E01007683,2
E01007684,1
E01007685,5
E01007686,1
E01007687,1
E01007688,1
E01007689,4
E01007690,1
E01007691,5
E01007692,5
E01007693,0
E01007694,1
E01007695,3
E01007696,7
E01007697,0
E01007698,0
E01007699,1
E01007700,1
E01007701,1
E01007702,1
E01007703,1
E01007704,1
E01007705,1
E01007706,1
E01007707,1
E01007708,0
E01007709,1
E01007710,1
E01007711,0
E01007712,0
E01007713,2
E01007714,0
E01007715,0
E01007716,0
E01007717,0
E01007718,0
E01007719,3
E01007720,1
E01007721,2
E01007723,3
E01007724,1
E01007725,2
E01007726,1
E01007727,5
E01007728,2
E01007729,3
E01007730,5
E01007731,3
E01007732,5
E01007733,3
E01007734,1
E01007735,2
E01007736,0
E01007737,1
E01007738,0
E01007739,1
E01007740,4
E01007741,0
E01007742,1
E01007743,4
E01007744,0
E01007745,4
E01007746,4
E01007747,2
E01007748,4
E01007749,3
E01007750,3
E01007751,2
E01007752,3
E01007753,4
E01007754,5
E01007755,4
E01007756,5
E01007757,3
E01007758,3
E01007759,4
E01007760,3
E01007761,3
E01007762,4
E01007763,3
E01007764,7
E01007765,1
E01007766,1
E01007767,0
E01007768,0
E01007769,0
E01007770,1
E01007771,2
E01007772,3
E01007773,2
E01007774,2
E01007775,2
E01007776,2
E01007777,1
E01007778,5
E01007779,5
E01007780,3
E01007781,2
E01007782,0
E01007783,1
E01007784,0
E01007785,4
E01007786,3
E01007787,3
E01007788,6
E01007789,3
E01007790,3
E01007791,4
E01007792,5
E01007793,0
E01007794,0
E01007795,3
E01007796,0
E01007797,0
E01007798,0
E01007799,0
E01007800,0
E01007801,4
E01007802,4
E01007803,3
E01007804,4
E01007805,3
E01007806,3
E01007807,3
E01007808,6
E01007809,3
E01007810,4
E01007811,0
E01007812,3
E01007813,0
E01007814,4
E01007815,2
E01007816,2
E01007817,3
E01007818,1
E01007819,3
E01007820,1
E01007821,1
E01007822,1
E01007823,3
E01007824,5
E01007825,5
E01007826,4
E01007827,3
E01007828,2
E01007829,2
E01007830,2
E01007831,2
E01007832,2
E01007833,2
E01007834,2
E01007835,2
E01007836,2
E01007838,5
E01007839,3
E01007841,4
E01007842,3
E01007843,2
E01007846,2
E01007847,3
E01007848,0
E01007849,0
E01007850,0
E01007851,0
E01007852,1
E01007853,0
E01007854,1
E01007855,0
E01007856,1
E01007857,0
E01007858,0
E01007859,0
E01007860,0
E01007861,0
E01007862,0
E01007863,0
E01007864,0
E01007865,0
E01007866,0
E01007867,0
E01007868,0
E01007869,0
E01007870,0
E01007871,0
E01007872,0
E01007873,0
E01007874,0
E01007875,0
E01007877,0
E01007878,1
E01007879,0
E01007881,1
E01007882,0
E01007883,0
E01007885,0
E01007886,1
E01007887,3
E01007888,4
E01007889,2
E01007890,1
E01007891,0
E01007892,5
E01007893,3
E01007894,0
E01007895,1
E01007896,1
E01007897,3
E01007898,2
E01007899,5
E01007900,4
E01007901,1
E01007902,1
E01007903,1
E01007904,1
E01007905,0
E01007906,0
E01007907,2
E01007908,3
E01007909,1
E01007910,2
E01007911,1
E01007912,1
E01007913,1
E01007914,0
E01007915,4
E01007916,3
E01007917,3
E01007918,2
E01007919,3
E01007920,6
E01007921,4
E01007922,6
E01007923,3
E01007924,5
E01007925,4
E01007926,5
E01007927,2
E01007928,0
E01007929,3
E01007930,4
E01007931,0
E01007932,2
E01007933,3
E01007934,0
E01007935,0
E01007936,0
E01007937,0
E01007938,0
E01007939,3
E01007940,0
E01007941,0
E01007942,0
E01007943,0
E01007944,0
E01007945,0
E01007946,0
E01007947,0
E01007948,0
E01007949,0
E01007950,0
E01007951,0
E01007952,0
E01007953,2
E01007954,0
E01007955,3
E01007956,5
E01007957,6
E01007958,1
E01007959,1
E01007960,1
E01007961,0
E01007962,0
E01007963,2
E01007964,3
E01007965,2
E01007966,4
E01007967,2
E01007968,4
E01007969,1
E01007970,3
E01007971,3
E01007972,1
E01007973,2
E01007974,0
E01007975,1
E01007976,1
E01007977,1
E01007978,0
E01007979,2
E01007980,1
E01007981,1
E01007982,3
E01007983,1
E01007984,3
E01007985,2
E01007986,2
E01007987,1
E01007988,1
E01007989,1
E01007990,1
E01007991,0
E01007992,0
E01007993,0
E01007994,0
E01007995,0
E01007996,0
E01007997,1
E01007998,0
E01007999,3
E01008000,1
E01008001,2
E01008002,3
E01008003,2
E01008004,2
E01008005,3
E01008006,3
E01008007,2
E01008008,3
E01008009,2
E01008010,2
E01008011,1
E01008012,2
E01008013,1
E01008014,1
E01008015,1
E01008016,1
E01008017,1
E01008018,1
E01008019,2
E01008020,3
E01008021,5
E01008022,3
E01008023,6
E01008024,5
E01008025,5
E01008027,2
E01008028,1
E01008029,4
E01008030,2
E01008031,3
E01008032,0
E01008033,3
E01008034,1
E01008035,3
E01008036,3
E01008037,3
E01008038,3
E01008039,3
E01008040,5
E01008041,3
E01008042,1
E01008043,0
E01008044,0
E01008045,1
E01008046,0
E01008047,0
E01008048,0
E01008049,0
E01008050,0
E01008051,1
E01008052,1
E01008053,0
E01008054,0
E01008055,0
E01008056,1
E01008057,0
E01008058,0
E01008059,0
E01008060,0
E01008061,0
E01008062,0
E01008063,0
E01008064,0
E01008065,0
E01008066,0
E01008067,0
E01008068,0
E01008069,0
E01008072,0
E01008073,1
E01008074,0
E01008075,4
E01008076,4
E01008077,2
E01008078,3
E01008079,3
E01008080,2
E01008081,4
E01008082,3
E01008083,4
E01008084,4
E01008085,2
E01008086,2
E01008087,1
E01008088,1
E01008089,2
E01008090,1
E01008091,1
E01008092,1
E01008093,0
E01008094,0
E01008095,1
E01008096,1
E01008097,1
E01008098,2
E01008099,1
E01008100,1
E01008101,1
E01008102,2
E01008103,1
E01008104,0
E01008105,0
E01008107,0
E01008108,0
E01008109,0
E01008111,0
E01008112,0
E01008113,0
E01008114,0
E01008115,1
E01008116,2
E01008117,2
E01008118,2
E01008119,3
E01008122,2
E01008123,0
E01008124,0
E01008125,3
E01008126,4
E01008128,7
E01008129,6
E01008130,1
E01008131,2
E01008132,4
E01008133,2
E01008134,3
E01008135,1
E01008136,6
E01008137,2
E01008138,0
E01008139,0
E01008140,3
E01008141,3
E01008142,4
E01008143,4
E01008144,4
E01008145,4
E01008146,4
E01008147,7
E01008148,5
E01008149,5
E01008150,5
E01008151,1
E01008152,0
E01008153,1
E01008154,1
E01008155,1
E01008156,2
E01008157,0
E01008158,1
E01008159,1
E01008160,0
E01008161,0
E01008162,1
E01008163,1
E01008164,0
E01008165,0
E01008166,1
E01008167,1
E01008168,1
E01008169,1
E01008170,0
E01008171,1
E01008172,0
E01008173,0
E01008174,0
E01008175,0
E01008176,0
E01008177,1
E01008178,1
E01008179,2
E01008180,1
E01008181,3
E01008182,1
E01008183,4
E01008184,3
E01008185,4
E01008186,4
E01008187,4
E01008188,2
E01008189,0
E01008190,0
E01008191,0
E01008192,0
E01008193,0
E01008194,0
E01008195,4
E01008196,5
E01008197,3
E01008198,3
E01008199,3
E01008200,4
E01008201,0
E01008202,0
E01008203,0
E01008204,0
E01008205,0
E01008206,2
E01008207,1
E01008208,2
E01008209,0
E01008210,0
E01008211,2
E01008212,0
E01008213,0
E01008214,1
E01008215,0
E01008216,0
E01008217,0
E01008218,0
E01008219,0
E01008220,0
E01008221,0
E01008222,1
E01008223,0
E01008224,0
E01008225,1
E01008226,4
E01008227,1
E01008228,0
E01008229,0
E01008230,0
E01008231,1
E01008232,1
E01008233,1
E01008234,0
E01008235,0
E01008236,0
E01008237,0
E01008238,0
E01008239,0
E01008240,1
E01008241,1
E01008242,1
E01008243,0
E01008244,0
E01008245,3
E01008246,3
E01008247,3
E01008248,3
E01008249,3
E01008250,3
E01008251,0
E01008252,1
E01008253,1
E01008254,0
E01008255,0
E01008256,2
E01008257,0
E01008258,1
E01008259,1
E01008260,1
E01008261,2
E01008262,2
E01008263,2
E01008264,2
E01008265,2
E01008266,2
E01008267,2
E01008268,3
E01008269,3
E01008270,2
E01008271,3
E01008272,2
E01008273,2
E01008274,2
E01008275,2
E01008276,2
E01008277,2
E01008278,2
E01008279,3
E01008280,1
E01008281,1
E01008282,1
E01008283,2
E01008284,1
E01008285,1
E01008286,1
E01008287,1
E01008288,1
E01008289,0
E01008290,0
E01008291,0
E01008292,0
E01008293,2
E01008294,3
E01008295,1
E01008296,0
E01008297,0
E01008298,0
E01008299,0
E01008300,0
E01008301,0
E01008302,0
E01008303,0
E01008304,0
E01008305,0
E01008306,4
E01008307,2
E01008308,1
E01008309,1
E01008311,2
E01008312,0
E01008313,1
E01008314,1
E01008315,0
E01008316,1
E01008317,0
E01008318,0
E01008319,2
E01008320,0
E01008321,1
E01008322,0
E01008323,0
E01008324,0
E01008325,0
E01008326,0
E01008327,0
E01008328,2
E01008329,0
E01008330,1
E01008331,0
E01008332,0
E01008333,0
E01008334,0
E01008335,0
E01008336,0
E01008337,0
E01008338,1
E01008339,1
E01008340,0
E01008341,0
E01008342,1
E01008343,0
E01008344,0
E01008345,1
E01008346,0
E01008347,0
E01008348,1
E01008349,1
E01008350,1
E01008351,1
E01008352,0
E01008353,0
E01008354,1
E01008355,0
E01008356,1
E01008357,0
E01008358,0
E01008359,0
E01008360,0
E01008361,0
E01008362,0
E01008363,0
E01008364,0
E01008365,0
E01008366,1
E01008367,0
E01008368,1
E01008369,0
E01008370,1
E01008371,2
E01008372,0
E01008373,0
E01008374,0
E01008375,1
E01008376,1
E01008377,1
E01008378,2
E01008379,1
E01008380,1
E01008381,1
E01008382,1
E01008383,3
E01008384,0
E01008385,2
E01008386,0
E01008387,3
E01008388,0
E01008389,0
E01008390,0
E01008391,1
E01008392,0
E01008394,1
E01008395,1
E01008396,0
E01008397,1
E01008398,0
E01008399,0
E01008400,3
E01008401,3
E01008402,3
E01008403,3
E01008404,2
E01008405,3
E01008406,1
E01008407,0
E01008409,0
E01008410,0
E01008411,0
E01008412,0
E01008413,0
E01008415,1
E01008416,0
E01008418,0
E01008419,0
E01008420,1
E01008421,0
E01008422,1
E01008423,1
E01008424,1
E01008425,0
E01008426,1
E01008427,0
E01008428,0
E01008429,0
E01008430,0
E01008431,0
E01008432,0
E01008433,0
E01008434,0
E01008435,0
E01008436,0
E01008437,0
E01008438,1
E01008439,1
E01008441,0
E01008442,2
E01008443,2
E01008444,0
E01008445,0
E01008446,0
E01008447,2
E01008448,4
E01008449,0
E01008450,0
E01008451,0
E01008452,0
E01008453,0
E01008455,0
E01008456,0
E01008457,0
E01008458,2
E01008459,1
E01008460,1
E01008461,0
E01008462,0
E01008463,0
E01008464,0
E01008465,0
E01008466,0
E01008467,0
E01008468,0
E01008469,1
E01008470,0
E01008471,0
E01008472,1
E01008473,0
E01008474,0
E01008475,2
E01008476,2
E01008477,2
E01008478,2
E01008479,1
E01008480,2
E01008481,0
E01008482,0
E01008483,0
E01008484,0
E01008485,1
E01008486,0
E01008487,0
E01008488,1
E01008489,1
E01008490,1
E01008491,2
E01008492,1
E01008493,1
E01008494,0
E01008495,1
E01008496,0
E01008497,0
E01008498,0
E01008499,0
E01008500,0
E01008501,4
E01008502,1
E01008503,2
E01008504,1
E01008505,0
E01008506,1
E01008507,1
E01008508,0
E01008509,0
E01008510,0
E01008511,0
E01008512,0
E01008513,1
E01008514,0
E01008516,1
E01008517,1
E01008518,0
E01008519,0
E01008520,0
E01008521,0
E01008522,0
E01008523,1
E01008524,0
E01008525,1
E01008526,1
E01008527,0
E01008528,1
E01008529,0
E01008530,0
E01008531,1
E01008532,0
E01008533,0
E01008534,1
E01008535,0
E01008536,0
E01008537,0
E01008538,2
E01008539,4
E01008540,0
E01008541,0
E01008542,0
E01008543,0
E01008544,0
E01008545,1
E01008546,2
E01008547,3
E01008548,2
E01008549,2
E01008550,0
E01008551,4
E01008552,0
E01008553,0
E01008554,0
E01008555,0
E01008556,0
E01008557,2
E01008558,1
E01008559,0
E01008560,2
E01008561,1
E01008562,2
E01008563,2
E01008564,0
E01008565,2
E01008567,0
E01008568,1
E01008569,1
E01008570,3
E01008571,0
E01008572,0
E01008573,0
E01008574,0
E01008575,0
E01008576,1
E01008577,2
E01008578,2
E01008579,1
E01008580,2
E01008581,2
E01008582,2
E01008583,2
E01008584,0
E01008585,0
E01008586,0
E01008587,1
E01008588,0
E01008589,0
E01008590,1
E01008591,1
E01008592,1
E01008593,1
E01008594,1
E01008595,1
E01008596,1
E01008597,2
E01008598,3
E01008599,3
E01008600,2
E01008601,5
E01008602,4
E01008603,4
E01008604,1
E01008605,5
E01008606,3
E01008607,3
E01008608,3
E01008609,2
E01008610,2
E01008611,2
E01008612,3
E01008613,2
E01008614,2
E01008615,2
E01008616,3
E01008617,2
E01008618,4
E01008619,1
E01008620,2
E01008621,3
E01008622,1
E01008624,3
E01008625,1
E01008627,2
E01008628,2
E01008629,2
E01008630,2
E01008631,4
E01008632,1
E01008633,1
E01008634,1
E01008635,1
E01008636,1
E01008637,2
E01008638,0
E01008639,0
E01008640,0
E01008641,0
E01008642,1
E01008643,0
E01008644,0
E01008645,0
E01008646,2
E01008647,1
E01008648,1
E01008649,1
E01008650,1
E01008651,1
E01008652,0
E01008653,0
E01008654,0
E01008655,1
E01008656,1
E01008657,1
E01008658,2
E01008659,0
E01008660,0
E01008661,1
E01008662,2
E01008663,2
E01008664,1
E01008665,1
E01008666,1
E01008667,1
E01008668,1
E01008669,1
E01008670,1
E01008671,1
E01008672,2
E01008673,1
E01008674,1
E01008675,1
E01008676,1
E01008677,2
E01008678,1
E01008679,1
E01008680,1
E01008681,1
E01008682,2
E01008683,1
E01008684,3
E01008685,2
E01008686,3
E01008687,1
E01008688,2
E01008689,2
E01008690,2
E01008691,5
E01008692,2
E01008693,2
E01008694,2
E01008695,2
E01008696,2
E01008697,2
E01008698,2
E01008699,2
E01008700,1
E01008701,0
E01008702,2
E01008703,1
E01008704,0
E01008705,1
E01008706,0
E01008707,0
E01008708,1
E01008709,0
E01008711,0
E01008712,2
E01008713,1
E01008714,2
E01008715,2
E01008716,2
E01008717,2
E01008718,2
E01008719,2
E01008720,1
E01008721,3
E01008722,0
E01008723,2
E01008724,2
E01008725,1
E01008726,0
E01008727,0
E01008728,0
E01008729,1
E01008730,1
E01008731,1
E01008732,1
E01008733,1
E01008734,2
E01008735,1
E01008736,0
E01008737,0
E01008738,0
E01008739,0
E01008740,1
E01008741,0
E01008742,2
E01008743,3
E01008744,3
E01008745,3
E01008746,4
E01008747,3
E01008748,4
E01008749,2
E01008750,2
E01008751,1
E01008752,2
E01008753,1
E01008754,2
E01008755,2
E01008756,1
E01008757,0
E01008758,0
E01008759,0
E01008760,0
E01008761,0
E01008762,1
E01008763,1
E01008764,1
E01008765,4
E01008766,1
E01008767,1
E01008768,1
E01008769,0
E01008770,2
E01008771,4
E01008772,0
E01008773,1
E01008774,1
E01008775,2
E01008776,1
E01008777,1
E01008778,1
E01008779,0
E01008780,1
E01008781,0
E01008782,0
E01008783,1
E01008784,0
E01008785,0
E01008786,1
E01008787,0
E01008788,1
E01008789,1
E01008790,1
E01008791,1
E01008792,1
E01008793,2
E01008795,1
E01008796,1
E01008797,4
E01008799,1
E01008800,1
E01008801,1
E01008802,1
E01008803,1
E01008804,1
E01008805,1
E01008808,1
E01008809,1
E01008810,1
E01008811,1
E01008812,1
E01008813,1
E01008814,3
E01008817,2
E01008819,2
E01008820,3
E01008821,2
E01008822,2
E01008823,1
E01008824,1
E01008825,1
E01008826,0
E01008827,0
E01008828,0
E01008829,1
E01008830,0
E01008831,1
E01008832,0
E01008833,0
E01008834,1
E01008835,0
E01008836,0
E01008837,3
E01008838,3
E01008839,2
E01008840,3
E01008841,2
E01008842,2
E01008843,1
E01008844,2
E01008845,2
E01008846,4
E01008847,4
E01008848,1
E01008849,1
E01008850,4
E01008851,1
E01008852,1
E01008853,2
E01008854,2
E01008855,5
E01008856,1
E01008857,1
E01008858,1
E01008859,2
E01008860,1
E01008861,1
E01008862,3
E01008863,4
E01008864,2
E01008865,1
E01008866,0
E01008867,1
E01008868,4
E01008869,1
E01008870,1
E01008871,0
E01008872,0
E01008873,2
E01008874,3
E01008875,3
E01008876,1
E01008877,1
E01008878,1
E01008879,2
E01008880,1
E01008881,1
E01008882,1
E01008883,0
E01008884,0
E01008885,1
E01008886,0
E01008887,1
E01008888,1
E01008889,0
E01008890,1
E01008891,1
E01008892,3
E01008893,0
E01008894,0
E01008895,0
E01008896,1
E01008897,1
E01008898,1
E01008899,0
E01008901,0
E01008905,0
E01008906,0
E01008907,0
E01008909,0
E01008910,0
E01008911,0
E01008913,0
E01008914,0
E01008915,1
E01008916,1
E01008917,2
E01008918,1
E01008919,1
E01008920,2
E01008921,1
E01008923,2
E01008924,2
E01008925,3
E01008927,4
E01008928,2
E01008929,2
E01008930,2
E01008931,2
E01008932,1
E01008933,2
E01008934,2
E01008935,1
E01008936,2
E01008937,1
E01008938,1
E01008939,2
E01008940,3
E01008941,3
E01008942,2
E01008943,2
E01008944,5
E01008945,3
E01008946,3
E01008947,1
E01008948,2
E01008949,3
E01008950,1
E01008951,1
E01008952,1
E01008953,1
E01008954,1
E01008955,1
E01008956,2
E01008957,1
E01008958,2
E01008959,2
E01008960,2
E01008961,2
E01008962,3
E01008963,2
E01008964,1
E01008965,2
E01008966,1
E01008967,1
E01008968,1
E01008969,3
E01008970,3
E01008971,1
E01008972,2
E01008973,2
E01008974,3
E01008975,2
E01008976,1
E01008977,2
E01008978,1
E01008979,2
E01008980,2
E01008981,1
E01008982,2
E01008984,1
E01008986,1
E01008987,0
E01008988,1
E01008989,0
E01008990,0
E01008991,1
E01008992,2
E01008994,1
E01008995,0
E01008996,0
E01008997,4
E01008998,1
E01008999,0
E01009000,0
E01009001,0
E01009002,0
E01009003,0
E01009005,0
E01009006,0
E01009007,0
E01009008,0
E01009009,0
E01009011,0
E01009012,0
E01009013,0
E01009014,0
E01009015,0
E01009016,2
E01009017,0
E01009018,0
E01009019,0
E01009020,0
E01009021,0
E01009022,2
E01009023,3
E01009024,1
E01009025,0
E01009026,1
E01009028,0
E01009029,0
E01009030,1
E01009031,2
E01009032,1
E01009033,0
E01009034,1
E01009035,2
E01009036,3
E01009037,1
E01009039,4
E01009040,1
E01009041,2
E01009042,4
E01009043,0
E01009044,1
E01009045,1
E01009046,1
E01009047,0
E01009048,0
E01009049,0
E01009050,0
E01009051,0
E01009053,0
E01009054,0
E01009056,0
E01009057,0
E01009058,1
E01009059,0
E01009060,1
E01009061,1
E01009062,1
E01009064,2
E01009065,1
E01009066,0
E01009067,0
E01009068,0
E01009069,1
E01009070,1
E01009071,1
E01009072,0
E01009073,1
E01009074,1
E01009075,2
E01009077,3
E01009078,1
E01009079,0
E01009080,0
E01009081,0
E01009082,0
E01009083,0
E01009084,1
E01009085,1
E01009086,2
E01009087,0
E01009088,0
E01009089,0
E01009090,0
E01009091,0
E01009092,0
E01009093,1
E01009094,0
E01009095,0
E01009096,1
E01009097,1
E01009098,0
E01009099,1
E01009100,0
E01009101,1
E01009102,0
E01009103,1
E01009104,1
E01009105,2
E01009106,1
E01009107,2
E01009108,2
E01009109,2
E01009110,2
E01009111,3
E01009112,2
E01009113,2
E01009114,3
E01009115,3
E01009116,1
E01009117,2
E01009118,2
E01009119,2
E01009120,2
E01009121,0
E01009122,0
E01009123,2
E01009124,3
E01009125,1
E01009126,1
E01009127,1
E01009128,0
E01009129,0
E01009130,3
E01009131,2
E01009132,0
E01009133,2
E01009134,2
E01009135,1
E01009136,1
E01009137,1
E01009138,0
E01009139,1
E01009140,0
E01009141,0
E01009143,0
E01009145,0
E01009146,1
E01009147,0
E01009151,0
E01009152,0
E01009153,0
E01009155,2
E01009157,2
E01009158,4
E01009159,2
E01009160,3
E01009161,3
E01009162,4
E01009163,3
E01009164,3
E01009165,2
E01009166,3
E01009167,2
E01009168,3
E01009169,2
E01009170,3
E01009171,3
E01009172,1
E01009173,3
E01009174,2
E01009175,1
E01009176,1
E01009177,2
E01009178,1
E01009179,1
E01009182,0
E01009183,3
E01009184,0
E01009185,1
E01009186,2
E01009187,1
E01009188,1
E01009189,1
E01009192,0
E01009194,0
E01009195,0
E01009197,0
E01009198,0
E01009199,1
E01009200,1
E01009201,0
E01009202,0
E01009203,0
E01009204,0
E01009205,2
E01009206,2
E01009207,1
E01009208,3
E01009209,2
E01009210,2
E01009211,2
E01009212,2
E01009213,3
E01009214,2
E01009215,2
E01009216,3
E01009217,4
E01009218,1
E01009219,1
E01009220,1
E01009221,1
E01009222,0
E01009223,1
E01009224,1
E01009225,1
E01009226,2
E01009227,2
E01009228,2
E01009229,3
E01009230,2
E01009231,2
E01009232,1
E01009233,1
E01009234,2
E01009235,5
E01009236,2
E01009237,1
E01009238,1
E01009239,1
E01009240,0
E01009241,2
E01009242,2
E01009243,1
E01009244,1
E01009245,1
E01009246,2
E01009247,1
E01009248,2
E01009249,1
E01009250,1
E01009251,0
E01009252,1
E01009253,1
E01009254,0
E01009255,1
E01009256,1
E01009257,1
E01009258,1
E01009259,4
E01009260,0
E01009261,0
E01009262,1
E01009263,0
E01009264,1
E01009265,0
E01009266,0
E01009267,0
E01009268,1
E01009269,0
E01009270,0
E01009271,0
E01009272,2
E01009273,0
E01009274,0
E01009275,0
E01009276,2
E01009278,1
E01009279,3
E01009280,1
E01009281,1
E01009282,2
E01009283,2
E01009284,1
E01009286,1
E01009288,2
E01009289,1
E01009290,1
E01009291,2
E01009292,3
E01009293,1
E01009294,1
E01009295,1
E01009296,1
E01009297,0
E01009298,1
E01009299,0
E01009300,1
E01009301,0
E01009302,1
E01009303,0
E01009304,1
E01009305,0
E01009306,0
E01009307,1
E01009308,1
E01009309,1
E01009310,0
E01009311,1
E01009312,0
E01009313,0
E01009314,0
E01009315,0
E01009316,0
E01009317,0
E01009318,1
E01009319,1
E01009320,1
E01009321,0
E01009322,0
E01009323,1
E01009324,1
E01009325,1
E01009326,1
E01009327,1
E01009328,1
E01009329,0
E01009331,1
E01009332,1
E01009333,0
E01009334,1
E01009335,1
E01009337,1
E01009338,0
E01009339,0
E01009340,0
E01009341,1
E01009342,0
E01009343,0
E01009344,0
E01009345,0
E01009346,0
E01009347,0
E01009348,0
E01009349,0
E01009350,0
E01009351,0
E01009352,0
E01009353,0
E01009354,0
E01009355,0
E01009358,0
E01009359,0
E01009360,0
E01009361,0
E01009362,0
E01009363,0
E01009364,0
E01009365,0
E01009366,0
E01009367,0
E01009368,0
E01009371,0
E01009372,0
E01009373,0
E01009374,0
E01009375,0
E01009376,0
E01009377,0
E01009378,0
E01009379,1
E01009380,0
E01009382,0
E01009383,1
E01009384,0
E01009385,1
E01009389,0
E01009390,1
E01009391,0
E01009392,0
E01009393,0
E01009394,1
E01009395,1
E01009396,0
E01009397,0
E01009399,1
E01009400,1
E01009401,0
E01009403,1
E01009404,1
E01009405,2
E01009406,1
E01009407,0
E01009408,1
E01009409,1
E01009410,1
E01009411,4
E01009412,1
E01009413,0
E01009414,3
E01009415,2
E01009416,4
E01009417,1
E01009418,0
E01009419,0
E01009420,3
E01009421,3
E01009422,0
E01009423,3
E01009424,1
E01009425,0
E01009426,3
E01009427,1
E01009428,3
E01009429,2
E01009430,4
E01009431,1
E01009432,1
E01009433,1
E01009434,2
E01009435,2
E01009436,0
E01009437,0
E01009438,2
E01009439,0
E01009440,0
E01009441,1
E01009442,4
E01009443,0
E01009444,2
E01009445,1
E01009446,2
E01009447,1
E01009448,1
E01009449,0
E01009450,3
E01009451,0
E01009452,1
E01009453,0
E01009454,2
E01009455,0
E01009456,2
E01009457,1
E01009458,2
E01009459,1
E01009460,0
E01009461,0
E01009462,0
E01009463,1
E01009464,2
E01009465,0
E01009466,3
E01009467,1
E01009468,0
E01009469,2
E01009470,3
E01009471,1
E01009472,0
E01009473,0
E01009474,2
E01009475,0
E01009476,0
E01009477,0
E01009478,0
E01009479,0
E01009480,0
E01009481,0
E01009482,0
E01009483,0
E01009484,0
E01009485,0
E01009486,0
E01009487,0
E01009488,1
E01009489,0
E01009490,0
E01009491,0
E01009492,0
E01009493,1
E01009494,2
E01009495,2
E01009496,1
E01009497,1
E01009498,2
E01009499,1
E01009500,1
E01009501,1
E01009502,1
E01009503,1
E01009504,1
E01009505,1
E01009506,2
E01009507,0
E01009508,0
E01009509,0
E01009510,1
E01009511,1
E01009512,0
E01009513,0
E01009514,1
E01009515,0
E01009516,1
E01009517,0
E01009518,1
E01009519,2
E01009520,1
E01009521,0
E01009522,0
E01009523,7
E01009524,0
E01009525,0
E01009526,2
E01009527,0
E01009528,5
