LSOA11 Code,Public transport accessibility metric
E01019700,3
E01019701,5
E01019702,4
E01019703,4
E01019704,3
E01019705,1
E01019706,2
E01019707,2
E01019708,2
E01019709,2
E01019710,2
E01019711,6
E01019712,6
E01019713,7
E01019714,4
E01019715,2
E01019716,2
E01019717,2
E01019718,6
E01019719,5
E01019720,5
E01019721,6
E01019722,4
E01019723,3
E01019724,2
E01019725,6
E01019726,5
E01019727,4
E01019728,3
E01019729,3
E01019730,2
E01019731,2
E01019732,2
E01019733,2
E01019734,7
E01019735,3
E01019736,6
E01019737,2
E01019738,2
E01019739,2
E01019740,3
E01019741,5
E01019742,7
E01019743,4
E01019744,5
E01019745,4
E01019746,4
E01019747,3
E01019748,3
E01019749,5
E01019750,4
E01019751,4
E01019752,2
E01019753,2
E01019754,4
E01019755,7
E01019756,3
E01019757,2
E01019758,3
E01019759,4
E01019760,3
E01019761,4
E01019762,2
E01019763,2
E01019764,5
E01019765,5
E01019766,5
E01019767,6
E01019768,3
E01019769,7
E01019770,4
E01019771,2
E01019772,7
E01019773,2
E01019774,4
E01019775,2
E01019776,3
E01019777,4
E01019778,3
E01019779,3
E01019780,2
E01019781,3
E01019782,3
E01019783,3
E01019784,5
E01019785,5
E01019786,2
E01019787,3
E01019788,3
E01019790,4
E01019791,3
E01019792,4
E01019793,3
E01019794,3
E01019795,3
E01019796,4
E01019797,3
E01019798,4
E01019799,4
E01019800,2
E01019801,4
E01019802,4
E01019803,3
E01019804,4
E01019805,4
E01019806,3
E01019807,4
E01019808,1
E01019809,1
E01019810,3
E01019811,2
E01019812,4
E01019813,3
E01019814,4
E01019815,3
E01019816,4
E01019817,5
E01019818,5
E01019819,5
E01019820,5
E01019821,3
E01019822,4
E01019823,4
E01019824,2
E01019825,2
E01019826,2
E01019827,4
E01019828,5
E01019829,3
E01019830,4
E01019831,2
E01019832,5
E01019833,5
E01019834,5
E01019835,6
E01019837,2
E01019838,2
E01019839,5
E01019840,2
E01019841,6
E01019842,4
E01019843,7
E01019844,3
E01019845,2
E01019846,4
E01019847,2
E01019848,3
E01019850,7
E01019851,5
E01019852,2
E01019853,6
E01019854,5
E01019855,5
E01019856,2
E01019857,3
E01019858,2
E01019859,2
E01019860,1
E01019861,1
E01019862,1
E01019863,1
E01019864,2
E01019865,2
E01019866,7
E01019867,4
E01019868,7
E01019869,4
E01019870,7
E01019871,6
E01019872,5
E01019873,2
E01019874,2
E01019875,4
E01019876,2
E01019877,2
E01019878,2
E01019879,3
E01019880,1
E01019881,3
E01019882,1
E01019883,3
E01019885,3
E01019886,7
E01019887,2
E01019888,2
E01019889,2
E01019890,6
E01019891,7
E01019892,4
E01019893,2
E01019894,5
E01019895,5
E01019896,3
E01019897,4
E01019898,5
E01019899,3
E01019900,6
E01019901,7
E01019902,7
E01019903,7
E01019904,1
E01019905,5
E01019906,1
E01019907,1
E01019908,3
E01019909,1
E01019910,1
E01019911,1
E01019912,1
E01019913,3
E01019914,2
E01019915,1
E01019916,1
E01019917,1
E01019918,1
E01019919,1
E01019920,1
E01019921,1
E01019922,1
E01019923,1
E01019924,1
E01019925,5
E01019927,1
E01019928,1
E01019929,2
E01019930,1
E01019931,4
E01019932,1
E01019933,2
E01019934,2
E01019935,7
E01019936,4
E01019937,5
E01019938,7
E01019939,6
E01019940,6
E01019942,2
E01019943,3
E01019944,2
E01019945,7
E01019946,4
E01019947,3
E01019948,3
E01019949,3
E01019950,3
E01019951,5
E01019952,2
E01019953,2
E01019954,1
E01019955,1
E01019956,2
E01019957,3
E01019958,1
E01019959,6
E01019960,7
E01019961,4
E01019962,6
E01019963,5
E01019964,5
E01019965,3
E01019966,6
E01019967,7
E01019968,1
E01019969,1
E01019970,3
E01019971,3
E01019972,1
E01019973,0
E01019974,3
E01019975,0
E01019976,1
E01019977,0
E01019980,2
E01019981,2
E01019982,7
E01019983,2
E01019984,2
E01019985,1
E01019986,1
E01019987,1
E01019988,1
E01019989,1
E01019990,3
E01019991,1
E01019992,1
E01019993,4
E01019994,0
E01019995,0
E01019996,0
E01019997,0
E01019998,1
E01019999,1
E01020000,1
E01020001,3
E01020002,2
E01020003,2
E01020004,0
E01020005,1
E01020006,0
E01020007,0
E01020008,0
E01020009,1
E01020010,1
E01020011,2
E01020012,1
E01020013,2
E01020014,1
E01020015,1
E01020016,0
E01020017,0
E01020018,0
E01020019,0
E01020020,0
E01020021,1
E01020022,0
E01020023,2
E01020024,1
E01020025,0
E01020026,2
E01020027,2
E01020029,0
E01020030,0
E01020031,0
E01020032,0
E01020033,2
E01020035,3
E01020036,2
E01020037,0
E01020038,3
E01020039,1
E01020040,1
E01020041,4
E01020042,5
E01020043,6
E01020044,7
E01020045,7
E01020046,7
E01020047,4
E01020048,2
E01020049,7
E01020050,7
E01020051,4
E01020052,3
E01020053,4
E01020054,4
E01020055,3
E01020056,7
E01020057,3
E01020058,4
E01020059,7
E01020060,4
E01020061,4
E01020062,6
E01020063,5
E01020064,7
E01020065,4
E01020066,5
E01020067,3
E01020068,6
E01020069,7
E01020070,7
E01020071,7
E01020072,7
E01020073,7
E01020074,7
E01020075,7
E01020076,7
E01020077,7
E01020078,2
E01020079,3
E01020080,3
E01020081,4
E01020082,6
E01020083,7
E01020084,4
E01020085,4
E01020086,3
E01020087,7
E01020088,7
E01020089,2
E01020090,5
E01020091,7
E01020092,3
E01020093,3
E01020094,0
E01020095,0
E01020096,0
E01020097,7
E01020098,7
E01020099,5
E01020100,7
E01020101,5
E01020102,3
E01020103,2
E01020104,1
E01020105,4
E01020106,6
E01020107,4
E01020108,6
E01020109,7
E01020110,4
E01020111,1
E01020112,1
E01020113,2
E01020114,1
E01020115,3
E01020116,1
E01020117,5
E01020118,2
E01020119,7
E01020120,5
E01020121,7
E01020122,7
E01020123,4
E01020124,1
E01020125,4
E01020126,7
E01020127,7
E01020128,1
E01020129,1
E01020130,1
E01020131,7
E01020132,1
E01020133,1
E01020134,1
E01020135,4
E01020136,3
E01020137,4
E01020138,7
E01020139,1
E01020140,1
E01020141,4
E01020142,7
E01020143,7
E01020144,5
E01020145,6
E01020146,4
E01020147,7
E01020148,7
E01020149,7
E01020150,4
E01020151,3
E01020152,3
E01020153,5
E01020154,4
E01020155,2
E01020156,6
E01020157,7
E01020158,4
E01020159,6
E01020160,7
E01020161,2
E01020162,2
E01020163,3
E01020164,2
E01020165,5
E01020166,2
E01020167,5
E01020168,4
E01020169,1
E01020170,3
E01020171,7
E01020172,7
E01020173,5
E01020174,7
E01020175,7
E01020176,5
E01020177,5
E01020178,7
E01020179,7
E01020180,2
E01020181,3
E01020182,4
E01020183,1
E01020184,2
E01020185,3
E01020186,7
E01020187,2
E01020188,7
E01020189,3
E01020190,5
E01020191,6
E01020192,4
E01020193,7
E01020194,2
E01020195,5
E01020196,3
E01020197,7
E01020198,5
E01020199,5
E01020200,7
E01020201,7
E01020202,6
E01020203,6
E01020204,5
E01020205,7
E01020206,5
E01020207,4
E01020208,2
E01020209,2
E01020210,2
E01020211,1
E01020212,2
E01020213,2
E01020214,1
E01020215,2
E01020216,2
E01020217,0
E01020218,0
E01020219,3
E01020220,7
E01020221,7
E01020222,7
E01020223,6
E01020224,0
E01020225,1
E01020226,2
E01020227,0
E01020228,3
E01020229,7
E01020230,5
E01020231,6
E01020232,5
E01020233,5
E01020234,5
E01020235,6
E01020236,6
E01020237,7
E01020238,6
E01020239,5
E01020240,5
E01020241,5
E01020242,3
E01020243,5
E01020244,4
E01020245,7
E01020246,7
E01020247,1
E01020248,5
E01020249,1
E01020250,1
E01020251,6
E01020252,1
E01020253,1
E01020254,1
E01020255,1
E01020256,7
E01020257,1
E01020258,6
E01020259,7
E01020260,5
E01020261,6
E01020262,7
E01020263,6
E01020264,2
E01020265,3
E01020266,2
E01020267,2
E01020268,3
E01020269,2
E01020270,5
E01020271,3
E01020272,4
E01020273,6
E01020274,7
E01020275,6
E01020276,6
E01020277,4
E01020278,7
E01020279,4
E01020280,3
E01020281,3
E01020282,2
E01020283,4
E01020284,2
E01020285,2
E01020286,7
E01020287,7
E01020288,7
E01020289,7
E01020290,7
E01020291,7
E01020292,7
E01020293,7
E01020294,3
E01020295,7
E01020296,6
E01020297,4
E01020298,5
E01020299,5
E01020300,5
E01020301,7
E01020302,7
E01020303,7
E01020304,4
E01020305,4
E01020306,5
E01020307,5
E01020308,7
E01020309,7
E01020310,7
E01020311,7
E01020312,7
E01020313,5
E01020314,7
E01020315,6
E01020316,7
E01020317,6
E01020318,6
E01020319,7
E01020320,7
E01020321,7
E01020322,7
E01020323,7
E01020324,6
E01020325,7
E01020326,7
E01020327,3
E01020328,3
E01020329,3
E01020330,2
E01020331,7
E01020332,1
E01020333,5
E01020334,1
E01020335,4
E01020336,4
E01020337,5
E01020338,5
E01020339,6
E01020340,6
E01020341,6
E01020342,5
E01020343,5
E01020344,5
E01020345,5
E01020346,7
E01020347,2
E01020348,2
E01020349,3
E01020350,3
E01020351,3
E01020352,1
E01020353,2
E01020354,5
E01020355,4
E01020356,7
E01020357,3
E01020358,4
E01020359,0
E01020360,7
E01020361,0
E01020362,2
E01020363,3
E01020364,1
E01020365,6
E01020366,4
E01020367,1
E01020368,0
E01020369,3
E01020370,4
E01020371,4
E01020372,4
E01020373,6
E01020374,7
E01020375,3
E01020376,5
E01020377,2
E01020378,4
E01020379,3
E01020380,3
E01020381,4
E01020382,6
E01020383,5
E01020384,4
E01020385,6
E01020386,6
E01020387,3
E01020388,6
E01020389,7
E01020390,4
E01020391,3
E01020392,2
E01020393,4
E01020394,4
E01020395,3
E01020396,7
E01020397,7
E01020398,7
E01020399,2
E01020400,6
E01020401,5
E01020402,6
E01020403,7
E01020404,5
E01020405,7
E01020406,6
E01020407,6
E01020408,3
E01020409,5
E01020410,7
E01020411,4
E01020412,6
E01020413,6
E01020414,6
E01020415,7
E01020416,6
E01020417,6
E01020418,6
E01020419,7
E01020420,5
E01020421,4
E01020422,3
E01020423,4
E01020424,6
E01020425,5
E01020426,2
E01020427,3
E01020428,1
E01020429,2
E01020430,6
E01020431,7
E01020432,7
E01020433,7
E01020434,4
E01020435,4
E01020436,6
E01020437,6
E01020438,3
E01020439,3
E01020440,7
E01020441,7
E01020442,7
E01020443,2
E01020444,3
E01020445,7
E01020446,6
E01020447,3
E01020448,7
E01020449,5
E01020450,7
E01020452,7
E01020453,4
E01020454,6
E01020455,6
E01020456,5
E01020457,6
E01020458,5
E01020459,4
E01020460,7
E01020462,7
E01020463,6
E01020464,5
E01020465,6
E01020466,7
E01020467,7
E01020468,7
E01020469,6
E01020470,5
E01020471,5
E01020472,4
E01020473,3
E01020474,5
E01020475,4
E01020476,7
E01020477,6
E01020478,4
E01020479,4
E01020480,5
E01020481,5
E01020482,3
E01020483,4
E01020484,4
E01020485,2
E01020486,4
E01020487,6
E01020488,5
E01020489,7
E01020490,7
E01020491,6
E01020492,5
E01020493,7
E01020494,7
E01020495,4
E01020496,5
E01020497,6
E01020498,4
E01020499,6
E01020500,5
E01020501,3
E01020502,5
E01020503,3
E01020504,5
E01020505,4
E01020506,7
E01020507,7
E01020508,7
E01020509,7
E01020510,4
E01020511,5
E01020512,7
E01020513,5
E01020514,5
E01020515,3
E01020516,3
E01020517,7
E01020518,2
E01020519,2
E01020520,4
E01020523,1
E01020524,0
E01020525,1
E01020526,1
E01020527,1
E01020528,1
E01020529,7
E01020530,7
E01020531,7
E01020532,2
E01020533,1
E01020534,7
E01020535,7
E01020536,7
E01020537,7
E01020538,7
E01020539,7
E01020540,7
E01020541,7
E01020542,2
E01020543,1
E01020544,1
E01020546,1
E01020547,4
E01020549,5
E01020550,7
E01020551,3
E01020552,3
E01020553,1
E01020554,1
E01020555,1
E01020556,1
E01020557,5
E01020558,6
E01020559,5
E01020560,1
E01020561,0
E01020562,5
E01020563,7
E01020564,7
E01020565,4
E01020566,5
E01020569,7
E01020570,2
E01020571,3
E01020572,2
E01020573,2
E01020574,4
E01020575,2
E01020576,6
E01020577,2
E01020578,2
E01020579,1
E01020580,1
E01020581,4
E01020582,3
E01020583,3
E01020584,3
E01020585,5
E01020586,3
E01020587,4
E01020588,3
E01020589,3
E01020590,2
E01020591,2
E01020592,0
E01020593,0
E01020594,0
E01020595,0
E01020596,1
E01020597,1
E01020598,0
E01020599,0
E01020600,1
E01020601,1
E01020602,0
E01020603,0
E01020604,0
E01020605,0
E01020606,2
E01020607,0
E01020608,1
E01020609,2
E01020610,3
E01020611,4
E01020612,1
E01020613,4
E01020614,3
E01020615,2
E01020616,2
E01020617,2
E01020618,4
E01020619,0
E01020620,1
E01020621,1
E01020622,4
E01020623,5
E01020624,3
E01020625,1
E01020626,3
E01020627,2
E01020628,1
E01020629,1
E01020630,3
E01020631,2
E01020632,1
E01020633,5
E01020634,4
E01020635,3
E01020636,2
E01020637,7
E01020638,2
E01020639,2
E01020640,2
E01020641,1
E01020642,1
E01020643,1
E01020644,3
E01020645,3
E01020646,7
E01020647,1
E01020648,1
E01020649,3
E01020650,3
E01020651,1
E01020652,2
E01020653,4
E01020654,4
E01020655,3
E01020656,3
E01020657,3
E01020658,3
E01020659,3
E01020660,3
E01020661,2
E01020662,2
E01020663,2
E01020664,3
E01020665,1
E01020666,2
E01020667,2
E01020668,1
E01020669,1
E01020670,1
E01020671,1
E01020672,3
E01020673,1
E01020674,2
E01020675,1
E01020676,2
E01020677,3
E01020678,2
E01020679,2
E01020680,1
E01020681,1
E01020682,1
E01020683,1
E01020684,3
E01020685,3
E01020686,4
E01020687,4
E01020688,4
E01020689,3
E01020690,2
E01020691,1
E01020692,0
E01020693,0
E01020694,3
E01020695,4
E01020696,5
E01020697,3
E01020698,4
E01020699,6
E01020700,5
E01020701,5
E01020702,2
E01020703,1
E01020704,1
E01020705,5
E01020706,6
E01020708,0
E01020709,3
E01020710,1
E01020711,0
E01020712,2
E01020713,1
E01020714,4
E01020715,3
E01020716,1
E01020717,2
E01020718,2
E01020719,2
E01020720,1
E01020721,2
E01020722,0
E01020723,0
E01020724,0
E01020725,4
E01020726,3
E01020727,2
E01020729,4
E01020730,3
E01020731,3
E01020732,2
E01020733,0
E01020734,0
E01020735,1
E01020736,1
E01020737,1
E01020738,1
E01020739,1
E01020740,4
E01020741,4
E01020742,4
E01020743,6
E01020744,0
E01020745,0
E01020746,0
E01020747,4
E01020748,3
E01020749,4
E01020750,5
E01020751,6
E01020752,4
E01020753,6
E01020754,1
E01020756,2
E01020757,0
E01020758,0
E01020759,1
E01020760,3
E01020761,4
E01020762,3
E01020763,6
E01020764,0
E01020765,3
E01020766,0
E01020767,0
E01020768,0
E01020769,2
E01020770,1
E01020771,0
E01020772,4
E01020773,7
E01020775,5
E01020776,4
E01020777,0
E01020778,1
E01020779,3
E01020780,0
E01020781,3
E01020782,2
E01020783,3
E01020784,2
E01020786,3
E01020787,5
E01020788,1
E01020789,4
E01020790,2
E01020791,4
E01020792,2
E01020793,1
E01020794,0
E01020795,1
E01020796,6
E01020797,5
E01020798,4
E01020799,4
E01020801,4
E01020802,4
E01020803,5
E01020805,4
E01020806,3
E01020807,1
E01020808,3
E01020809,4
E01020810,5
E01020811,5
E01020812,4
E01020813,3
E01020814,2
E01020815,3
E01020816,1
E01020817,0
E01020818,0
E01020819,0
E01020820,0
E01020821,1
E01020822,1
E01020823,0
E01020824,0
E01020825,1
E01020826,0
E01020827,4
E01020828,7
E01020829,2
E01020830,2
E01020831,2
E01020832,2
E01020833,2
E01020834,1
E01020835,0
E01020836,0
E01020837,1
E01020838,4
E01020839,4
E01020840,3
E01020841,3
E01020842,0
E01020843,2
E01020844,1
E01020845,1
E01020846,4
E01020847,2
E01020848,4
E01020849,3
E01020850,4
E01020851,4
E01020852,3
E01020853,2
E01020854,6
E01020855,4
E01020856,4
E01020857,6
E01020858,5
E01020859,5
E01020860,4
E01020861,7
E01020862,7
E01020863,7
E01020864,7
E01020865,7
E01020866,7
E01020867,7
E01020868,2
E01020869,2
E01020870,2
E01020871,1
E01020872,1
E01020873,3
E01020874,3
E01020875,5
E01020876,4
E01020877,4
E01020878,4
E01020879,6
E01020880,4
E01020881,1
E01020882,3
E01020883,2
E01020884,1
E01020885,1
E01020886,1
E01020887,5
E01020888,4
E01020889,7
E01020890,7
E01020891,7
E01020892,4
E01020893,5
E01020894,7
E01020895,3
E01020896,4
E01020897,4
E01020898,5
E01020899,4
E01020900,6
E01020901,4
E01020902,4
E01020903,4
E01020904,4
E01020905,3
E01020906,4
E01020907,1
E01020908,2
E01020909,1
E01020910,3
E01020911,2
E01020912,2
E01020913,3
E01020914,3
E01020915,4
E01020916,3
E01020917,4
E01020918,4
E01020919,4
E01020920,5
E01020921,3
E01020922,2
E01020923,4
E01020924,3
E01020925,3
E01020926,5
E01020927,5
E01020928,3
E01020929,3
E01020930,5
E01020931,3
E01020932,2
E01020933,6
E01020934,3
E01020935,2
E01020936,3
E01020937,2
E01020938,1
E01020939,1
E01020940,1
E01020941,1
E01020942,3
E01020943,2
E01020944,2
E01020945,4
E01020946,5
E01020947,1
E01020948,1
E01020949,4
E01020950,4
E01020951,2
E01020952,3
E01020953,3
E01020954,3
E01020955,4
E01020956,6
E01020957,4
E01020959,2
E01020960,6
E01020961,2
E01020962,6
E01020963,1
E01020964,1
E01020965,2
E01020966,1
E01020967,1
E01020968,2
E01020969,2
E01020970,5
E01020971,2
E01020972,2
E01020973,4
E01020974,4
E01020975,1
E01020976,2
E01020977,1
E01020978,1
E01020979,2
E01020980,1
E01020981,1
E01020982,1
E01020983,2
E01020984,2
E01020985,4
E01020986,4
E01020987,4
E01020988,4
E01020989,2
E01020990,2
E01020991,2
E01020992,2
E01020993,1
E01020994,4
E01020995,4
E01020996,3
E01020997,2
E01020998,1
E01020999,3
E01021000,1
E01021001,1
E01021002,1
E01021003,1
E01021004,1
E01021005,3
E01021006,1
E01021007,4
E01021008,2
E01021009,4
E01021010,1
E01021011,1
E01021012,2
E01021013,2
E01021014,1
E01021015,1
E01021016,3
E01021017,3
E01021018,3
E01021019,2
E01021020,2
E01021021,3
E01021022,5
E01021023,4
E01021024,5
E01021025,5
E01021026,6
E01021027,4
E01021028,2
E01021029,3
E01021030,4
E01021031,1
E01021032,4
E01021033,2
E01021034,4
E01021035,2
E01021036,3
E01021037,5
E01021038,1
E01021039,0
E01021040,2
E01021041,2
E01021042,3
E01021043,3
E01021044,2
E01021045,2
E01021046,5
E01021047,2
E01021048,1
E01021049,1
E01021050,2
E01021051,1
E01021052,4
E01021053,6
E01021054,6
E01021055,5
E01021056,5
E01021057,4
E01021058,2
E01021059,1
E01021060,3
E01021061,3
E01021062,3
E01021063,3
E01021064,1
E01021065,0
E01021066,3
E01021067,5
E01021068,7
E01021069,3
E01021070,3
E01021071,3
E01021072,4
E01021073,3
E01021074,2
E01021075,5
E01021076,3
E01021077,5
E01021078,2
E01021079,2
E01021080,2
E01021081,4
E01021082,5
E01021083,5
E01021084,3
E01021085,3
E01021086,3
E01021087,6
E01021088,5
E01021089,5
E01021090,1
E01021091,2
E01021092,1
E01021093,4
E01021094,4
E01021095,4
E01021096,7
E01021097,7
E01021098,6
E01021099,7
E01021100,7
E01021101,5
E01021102,6
E01021103,5
E01021104,7
E01021105,4
E01021106,3
E01021107,4
E01021108,4
E01021109,7
E01021110,7
E01021111,2
E01021112,4
E01021113,3
E01021114,5
E01021115,5
E01021116,7
E01021117,3
E01021118,3
E01021119,3
E01021120,3
E01021121,3
E01021122,2
E01021123,5
E01021124,4
E01021125,4
E01021126,3
E01021127,2
E01021128,3
E01021129,3
E01021130,2
E01021131,3
E01021132,5
E01021133,5
E01021134,6
E01021135,2
E01021136,2
E01021137,2
E01021138,2
E01021139,5
E01021140,7
E01021141,7
E01021142,7
E01021143,6
E01021144,7
E01021145,7
E01021146,5
E01021147,7
E01021148,7
E01021149,5
E01021150,6
E01021151,5
E01021152,4
E01021153,1
E01021154,3
E01021155,2
E01021156,1
E01021157,2
E01021158,1
E01021159,5
E01021160,2
E01021161,4
E01021162,5
E01021163,7
E01021164,7
E01021165,6
E01021166,7
E01021167,5
E01021168,7
E01021169,7
E01021170,7
E01021171,6
E01021172,6
E01021173,7
E01021174,2
E01021175,2
E01021176,3
E01021177,1
E01021178,5
E01021179,2
E01021180,1
E01021181,3
E01021182,3
E01021183,3
E01021184,1
E01021185,3
E01021186,7
E01021187,7
E01021188,7
E01021189,6
E01021190,4
E01021191,3
E01021192,3
E01021193,4
E01021194,3
E01021195,4
E01021196,2
E01021197,7
E01021198,4
E01021199,7
E01021200,4
E01021201,7
E01021202,4
E01021203,7
E01021204,5
E01021205,6
E01021206,4
E01021207,7
E01021208,4
E01021209,4
E01021210,4
E01021211,7
E01021212,5
E01021213,1
E01021214,1
E01021215,3
E01021216,4
E01021217,6
E01021218,6
E01021219,3
E01021220,1
E01021221,1
E01021222,3
E01021223,1
E01021224,3
E01021225,3
E01021226,2
E01021227,3
E01021228,5
E01021229,7
E01021230,7
E01021231,3
E01021232,4
E01021233,5
E01021234,7
E01021235,5
E01021236,4
E01021237,4
E01021238,2
E01021239,3
E01021240,3
E01021241,3
E01021242,3
E01021243,2
E01021244,3
E01021245,3
E01021246,2
E01021247,3
E01021248,2
E01021249,5
E01021250,2
E01021251,2
E01021252,2
E01021253,3
E01021254,3
E01021255,2
E01021256,3
E01021257,0
E01021258,0
E01021259,1
E01021260,2
E01021261,4
E01021262,1
E01021263,2
E01021264,3
E01021265,1
E01021266,1
E01021267,0
E01021268,1
E01021269,2
E01021270,1
E01021271,7
E01021272,0
E01021273,3
E01021274,0
E01021275,2
E01021276,3
E01021277,5
E01021278,4
E01021279,2
E01021280,4
E01021281,3
E01021282,5
E01021283,3
E01021284,4
E01021285,4
E01021286,1
E01021287,1
E01021288,2
E01021289,0
E01021290,0
E01021291,0
E01021292,1
E01021293,0
E01021294,1
E01021295,1
E01021296,0
E01021297,0
E01021298,1
E01021299,1
E01021300,0
E01021301,0
E01021302,0
E01021303,0
E01021304,0
E01021305,0
E01021306,0
E01021307,2
E01021308,0
E01021309,0
E01021310,1
E01021311,0
E01021312,3
E01021313,0
E01021314,0
E01021315,0
E01021316,0
E01021317,0
E01021318,0
E01021319,1
E01021320,1
E01021321,1
E01021322,0
E01021323,0
E01021324,0
E01021325,0
E01021326,0
E01021327,0
E01021328,0
E01021329,1
E01021330,3
E01021331,1
E01021332,3
E01021333,2
E01021334,2
E01021335,2
E01021336,2
E01021337,2
E01021338,5
E01021339,2
E01021340,3
E01021341,3
E01021342,3
E01021343,4
E01021344,5
E01021345,4
E01021346,6
E01021347,6
E01021348,7
E01021349,5
E01021350,4
E01021351,6
E01021352,4
E01021353,4
E01021354,2
E01021355,4
E01021356,4
E01021357,2
E01021358,2
E01021359,2
E01021360,3
E01021361,6
E01021362,3
E01021364,4
E01021365,2
E01021366,3
E01021367,4
E01021368,4
E01021369,4
E01021370,3
E01021371,4
E01021372,3
E01021373,3
E01021374,2
E01021375,6
E01021376,5
E01021377,4
E01021378,5
E01021379,5
E01021380,6
E01021381,5
E01021382,7
E01021383,6
E01021384,4
E01021385,6
E01021386,4
E01021387,3
E01021388,3
E01021389,6
E01021390,5
E01021391,4
E01021392,3
E01021393,4
E01021394,4
E01021395,4
E01021396,6
E01021397,3
E01021398,7
E01021399,4
E01021400,4
E01021401,4
E01021402,3
E01021403,3
E01021404,7
E01021405,5
E01021406,7
E01021407,7
E01021408,7
E01021409,6
E01021410,4
E01021411,5
E01021412,7
E01021413,7
E01021414,7
E01021415,2
E01021416,2
E01021417,2
E01021418,1
E01021419,1
E01021420,2
E01021422,1
E01021423,2
E01021424,1
E01021425,2
E01021426,2
E01021427,1
E01021428,2
E01021429,1
E01021430,7
E01021431,1
E01021432,2
E01021433,1
E01021434,2
E01021435,1
E01021436,2
E01021437,3
E01021438,3
E01021439,2
E01021441,5
E01021442,6
E01021443,7
E01021444,5
E01021445,3
E01021446,4
E01021447,2
E01021448,2
E01021449,3
E01021450,2
E01021451,1
E01021452,1
E01021453,1
E01021454,3
E01021455,2
E01021456,3
E01021457,7
E01021458,3
E01021459,2
E01021460,5
E01021461,2
E01021462,6
E01021463,2
E01021464,2
E01021465,1
E01021466,2
E01021467,1
E01021468,6
E01021469,5
E01021470,6
E01021471,5
E01021472,1
E01021473,6
E01021474,3
E01021475,1
E01021476,1
E01021477,2
E01021478,2
E01021479,2
E01021480,0
E01021481,3
E01021482,3
E01021483,3
E01021484,3
E01021485,3
E01021486,3
E01021487,3
E01021488,3
E01021489,4
E01021490,3
E01021491,4
E01021492,4
E01021493,4
E01021494,4
E01021495,5
E01021496,4
E01021497,4
E01021498,3
E01021499,3
E01021500,3
E01021501,3
E01021502,3
E01021503,4
E01021504,2
E01021505,2
E01021506,3
E01021507,3
E01021508,2
E01021509,3
E01021510,2
E01021511,1
E01021512,2
E01021513,2
E01021514,3
E01021515,4
E01021516,1
E01021517,1
E01021518,0
E01021519,1
E01021520,2
E01021521,4
E01021522,1
E01021523,3
E01021524,1
E01021525,2
E01021526,2
E01021527,2
E01021528,4
E01021529,1
E01021530,1
E01021531,2
E01021532,2
E01021533,5
E01021535,6
E01021536,3
E01021537,4
E01021538,3
E01021539,4
E01021540,5
E01021541,2
E01021542,3
E01021543,1
E01021544,4
E01021545,3
E01021546,5
E01021547,4
E01021548,4
E01021550,7
E01021551,4
E01021552,2
E01021553,3
E01021554,3
E01021555,3
E01021556,5
E01021557,2
E01021558,2
E01021559,5
E01021560,1
E01021561,1
E01021562,3
E01021563,0
E01021564,1
E01021565,2
E01021566,2
E01021568,7
E01021569,3
E01021570,7
E01021571,4
E01021572,6
E01021573,0
E01021574,0
E01021575,0
E01021576,0
E01021577,1
E01021578,1
E01021579,0
E01021580,2
E01021582,0
E01021583,2
E01021584,3
E01021585,3
E01021586,3
E01021587,1
E01021588,0
E01021589,0
E01021590,1
E01021591,1
E01021592,0
E01021593,5
E01021594,6
E01021595,6
E01021596,0
E01021597,2
E01021598,3
E01021599,3
E01021600,1
E01021601,2
E01021602,2
E01021604,4
E01021605,2
E01021606,5
E01021607,3
E01021608,3
E01021609,4
E01021610,3
E01021611,3
E01021612,3
E01021613,2
E01021614,2
E01021615,2
E01021616,2
E01021617,1
E01021618,1
E01021619,2
E01021620,2
E01021621,2
E01021622,1
E01021623,1
E01021624,1
E01021625,1
E01021626,0
E01021627,0
E01021628,2
E01021629,3
E01021631,2
E01021632,2
E01021633,3
E01021634,2
E01021635,2
E01021636,2
E01021637,4
E01021638,4
E01021639,6
E01021640,5
E01021641,5
E01021642,1
E01021643,7
E01021644,7
E01021645,5
E01021646,0
E01021647,0
E01021648,0
E01021649,0
E01021650,0
E01021651,0
E01021652,0
E01021653,0
E01021654,7
E01021655,5
E01021656,7
E01021657,4
E01021658,5
E01021659,4
E01021660,7
E01021661,3
E01021662,7
E01021663,7
E01021664,4
E01021665,3
E01021666,5
E01021667,4
E01021668,2
E01021669,2
E01021670,2
E01021671,2
E01021673,0
E01021674,0
E01021675,0
E01021676,2
E01021677,4
E01021678,2
E01021679,1
E01021680,1
E01021681,1
E01021682,0
E01021683,0
E01021684,1
E01021685,4
E01021686,1
E01021687,3
E01021688,1
E01021689,0
E01021690,3
E01021691,2
E01021692,1
E01021693,1
E01021694,7
E01021695,6
E01021696,3
E01021697,1
E01021698,3
E01021699,2
E01021700,3
E01021702,1
E01021703,1
E01021704,0
E01021705,4
E01021706,0
E01021707,1
E01021708,2
E01021709,2
E01021710,2
E01021711,2
E01021713,0
E01021714,3
E01021715,3
E01021717,2
E01021718,6
E01021719,2
E01021720,2
E01021721,3
E01021722,3
E01021723,2
E01021724,2
E01021725,3
E01021726,2
E01021727,2
E01021728,5
E01021729,4
E01021730,4
E01021731,6
E01021732,5
E01021733,6
E01021734,7
E01021735,5
